id,Type,Nb_chambre,loc,surface,prix
ag755544-441684518,Appartement,3,Vaugirard,58,529000
apimo-85294454,Appartement,4,Emeriau,90,820000
immo-facile-56937927,Appartement,3,Vaugirard,56,530000
era-2-56904299,Appartement,5,Vaugirard,88,985000
ag755714-441471983,Appartement,2,Alleray,52,371000
immo-facile-56917712,Appartement,3,Alleray,55,498000
keller-williams-1-34_1_53-174292,Appartement,4,Pasteur,115,1220000
ag750129-439219244,Appartement,5,75015 Paris 15e,136,1195000
immo-facile-56903673,Appartement,3,Alleray,78,699000
ag755714-441061421,Appartement,2,Dupleix,21,300000
ag753010-440701007,Appartement,2,Georges Brassens,42,450000
ag754264-440991197,Appartement,3,Georges Brassens,46,435000
apimo-85287095,Appartement,5,Dupleix,86,2995000
hektor-cabinetazoulay-495,Appartement,1,Alleray,8,95000
immo-facile-56770891,Appartement,1,Vaugirard,16,234000
immo-facile-56899149,Appartement,2,Saint-Lambert,46,445000
immo-facile-56819167,Appartement,3,Vaugirard,63,578000
immo-facile-56875063,Appartement,4,Georges Brassens,68,714000
immo-facile-56821453,Appartement,5,Vaugirard,100,1298500
ag753010-440701022,Appartement,5,Georges Brassens,125,1166000
ag755714-440730575,Appartement,3,Violet,51,480000
immo-facile-56723043,Appartement,2,Dupleix,42,436000
immo-facile-56615790,Appartement,5,Emeriau,88,1158000
hektor-NEXYMO-DEGRE-310,Maison,3,Pasteur,80,199000
ag340369-440715026,Appartement,3,Dupleix,51,550000
ag753010-440615555,Appartement,2,Georges Brassens,52,470000
ag752494-440535581,Appartement,2,Saint-Lambert,41,420000
hektor-rdimmo-1551,Appartement,4,Georges Brassens,76,620000
ag912203-440496287,Appartement,3,75015 Paris 15e,53,575000
ag922730-440496920,Appartement,3,Alleray,66,472880
iad-france-1668256,Appartement,2,Georges Brassens,22,249500
immo-facile-56383105,Appartement,2,Georges Brassens,39,399000
century-21-202_1131_16896,Appartement,5,Vaugirard,86,985000
apimo-6728370,Appartement,3,Emeriau,67,790000
adapt-immo-9201111729,Appartement,5,Cambronne,95,899000
immo-facile-56451872,Appartement,3,Vaugirard,71,649000
ag755714-440248952,Studio,1,Vaugirard,15,234000
ag755544-440260070,Appartement,5,Vaugirard,99,1029000
ladresse-1-adresse-13730482,Appartement,3,Cambronne,90,840000
stephane-plaza-4-4754229,Appartement,2,Vaugirard,56,435000
ag753010-440206370,Studio,1,Vaugirard,15,230000
apimo-85291260,Appartement,1,Citroën,30,300000
apimo-85267991,Appartement,3,Alleray,80,745500
apimo-85270332,Appartement,4,Cambronne,78,790000
ag755942-440149835,Studio,1,Alleray,46,472500
iad-france-1667286,Appartement,2,Emeriau,42,320000
ag755714-440094008,Appartement,3,Cambronne,81,1053000
apimo-6368045,Appartement,1,Emeriau,27,315000
iad-france-1665578,Appartement,3,Georges Brassens,52,530000
ag755714-439837778,Appartement,2,Cambronne,46,560000
ag912203-439801610,Appartement,5,Violet,101,1225000
ag060811-439847078,Appartement,3,Dupleix,67,740000
netty-leddetimmo-appt-1950,Appartement,5,Vaugirard,110,1347000
ag753010-439661810,Appartement,3,Alleray,90,695000
nestenn-1-99938933698,Appartement,2,Citroën,35,299900
adapt-immo-130073706,Appartement,1,Pasteur,21,221000
netty-isambert-appt-4129,Appartement,4,Emeriau,85,799000
adapt-immo-7506349,Appartement,3,Alleray,52,505000
apimo-85284549,Appartement,3,Alleray,55,498000
immo-facile-56436502,Appartement,5,Dupleix,118,1289600
safti-1-1359793,Appartement,2,Cambronne,46,428000
immo-facile-56431889,Appartement,2,Dupleix,37,380000
apimo-85257545,Appartement,5,Dupleix,125,1780000
ag753010-439227785,Appartement,2,Alleray,51,480000
ag753010-439297094,Appartement,4,Alleray,90,775000
nestenn-1-99939007388,Appartement,2,Alleray,53,267000
immo-facile-56439235,Appartement,2,Georges Brassens,50,400000
century-21-202_2864_9279,Appartement,3,Vaugirard,69,599000
ag753010-439205348,Appartement,3,Vaugirard,55,599000
apimo-85177283,Appartement,2,Emeriau,71,700000
gedeon-29839393,Appartement,3,Dupleix,68,808800
webgenery-66DB002D9B002068866252,Studio,1,Georges Brassens,23,199000
ag340369-439070387,Appartement,6,Vaugirard,195,3425000
immo-facile-56008057,Appartement,5,Citroën,114,970000
ag753010-439025315,Appartement,5,Alleray,120,950000
ag753010-439074371,Appartement,5,Alleray,215,1098000
ag756893-439032356,Studio,1,Saint-Lambert,18,230000
iad-france-1660691,Studio,1,Vaugirard,20,179000
era-2-56364784,Appartement,2,Emeriau,46,420000
ag753010-438788324,Appartement,3,Alleray,83,837000
immo-facile-56281026,Appartement,4,Alleray,79,825000
netty-isambert-appt-4083,Appartement,4,Citroën,106,1100000
netty-gmx-appt-2825,Duplex,2,Citroën,41,389000
netty-gmx-appt-2828,Appartement,3,Citroën,73,680000
ag756706-438611390,Appartement,3,Violet,60,599000
hektor-sti-immo-8173,Appartement,1,Georges Brassens,34,250000
hektor-sti-immo-8174,Appartement,1,Georges Brassens,34,285000
era-2-56400211,Appartement,2,Vaugirard,30,285000
ag754264-438287936,Appartement,3,Vaugirard,53,558000
iad-france-1657548,Appartement,2,Dupleix,33,432000
ag750129-438209912,Appartement,3,Pasteur,70,630000
century-21-202_1131_24977,Appartement,1,Vaugirard,34,335000
iad-france-1656882,Appartement,2,Vaugirard,49,480000
iad-france-1656246,Appartement,1,Cambronne,7,74000
hektor-sti-immo-8164,Appartement,3,Alleray,58,494000
apimo-85249993,Appartement,3,Dupleix,89,1030000
hektor-9_DVIMMO2024-32876,Appartement,1,Emeriau,25,240000
ag340369-438026642,Appartement,2,Dupleix,66,650000
immo-facile-56403603,Appartement,2,Vaugirard,45,449000
hektor-agenceimmobiliereviaduc-1596,Appartement,3,Violet,67,670000
iad-france-1656569,Studio,1,Saint-Lambert,15,229000
safti-1-1347367,Appartement,4,Vaugirard,80,695000
ag753010-437989886,Appartement,2,Vaugirard,30,295000
ag753010-437879111,Appartement,3,Alleray,90,695000
ag755942-437941454,Appartement,2,Alleray,49,299000
ag755544-437994698,Appartement,3,Georges Brassens,52,441000
apimo-85242776,Appartement,2,Cambronne,43,845000
apimo-85244722,Appartement,4,Cambronne,100,1750000
hektor-131_iparticuliersadmin-23209,Appartement,1,Georges Brassens,22,209500
legget-PRO239M7NG35,Appartement,3,Dupleix,73,795000
laforet-immo-facile-22316515,Appartement,2,Citroën,50,470000
apimo-85185097,Appartement,2,Alleray,52,533000
apimo-85238604,Appartement,6,Vaugirard,167,1590000
ag752494-437692133,Studio,1,Cambronne,16,199000
ag755800-437684756,Appartement,3,Georges Brassens,66,630000
hektor-941_EXPERTIMO22-174137,Appartement,3,Georges Brassens,64,600000
century-21-202_2864_9290,Appartement,4,Vaugirard,77,710000
immo-facile-56365146,Appartement,1,Vaugirard,16,199000
hektor-br-immobilier-4004,Appartement,2,Vaugirard,30,283000
apimo-85190083,Appartement,2,Vaugirard,42,385000
ag753296-437321858,Appartement,4,Georges Brassens,75,659000
century-21-202_1131_25506,Appartement,1,Vaugirard,23,211000
iad-france-1650910,Appartement,4,Citroën,95,848000
apimo-85187807,Appartement,3,Georges Brassens,69,695000
apimo-85055930,Appartement,3,Citroën,59,587000
ag753296-436995422,Appartement,1,Georges Brassens,27,282000
ag753296-436995212,Appartement,3,Violet,52,503000
ag753296-436995095,Appartement,4,Alleray,83,745000
ag753296-436959215,Appartement,3,Alleray,94,855000
apimo-83373985,Appartement,3,Cambronne,46,520000
immo-facile-56351566,Appartement,2,Vaugirard,54,542000
iad-france-1648660,Appartement,5,Alleray,109,1060000
netty-company41015anf-appt-2217,Appartement,3,75015 Paris 15e,70,799000
ag912203-436596347,Appartement,2,Violet,42,399000
immo-facile-56340745,Appartement,3,Vaugirard,52,567000
hektor-nachimmo-1429,Appartement,2,Dupleix,47,470000
iad-france-1645382,Appartement,3,Emeriau,73,749000
immo-facile-56318216,Appartement,2,Vaugirard,33,300000
hektor-corinneemery-825,Appartement,1,Vaugirard,17,171000
immo-facile-56316182,Appartement,2,Alleray,46,438000
immo-facile-56316184,Appartement,2,Vaugirard,45,448000
immo-facile-56316188,Appartement,2,Alleray,46,449000
immo-facile-56313827,Appartement,2,Dupleix,42,448000
hektor-cpierreplisson-323,Appartement,3,Pasteur,51,575000
hektor-immobiliererolline-68,Appartement,1,Emeriau,9,105000
netty-sthimmo-appt-2227,Appartement,1,Citroën,20,178000
ag751903-435545279,Appartement,2,Alleray,43,380000
ag751164-435512486,Appartement,3,Vaugirard,75,595000
ag923348-435477563,Appartement,1,Emeriau,36,443000
immo-facile-56299718,Appartement,2,Vaugirard,39,435000
immo-facile-56299723,Appartement,4,Alleray,65,585000
immo-facile-56066716,Appartement,5,Georges Brassens,110,854000
immo-facile-56273473,Appartement,3,Georges Brassens,66,496800
ag751558-426404068,Appartement,2,Violet,32,294000
immo-facile-56273089,Appartement,4,Vaugirard,78,595125
century-21-202_1131_21862,Appartement,5,Vaugirard,69,600000
century-21-202_1131_25474,Appartement,1,Vaugirard,129,1046000
nexity-GB00188843,Appartement,2,Vaugirard,46,475000
hektor-patrimriviera06-239,Appartement,1,Emeriau,23,227920
ladresse-1-adresse-13678303,Appartement,1,Vaugirard,26,298000
century-21-202_1131_25260,Appartement,3,Georges Brassens,74,655000
ag755544-433111676,Duplex,3,Vaugirard,49,577500
iad-france-1633824,Appartement,4,Dupleix,109,1950000
immo-facile-56226116,Appartement,4,Georges Brassens,73,647900
ag752511-432560216,Appartement,2,Alleray,43,405000
keller-williams-1-34_1_53-166964,Appartement,3,Georges Brassens,80,750614
apimo-85111019,Appartement,3,Violet,75,799000
ag752451-432153863,Appartement,2,Citroën,54,372960
iad-france-1633317,Appartement,4,Emeriau,76,800000
ag340369-432149540,Appartement,2,Alleray,48,398000
hektor-CAPITALEPARTNERS-87,Appartement,3,Cambronne,68,760000
apimo-85090405,Appartement,6,Georges Brassens,110,1125000
nexity-GB00185425,Appartement,3,Georges Brassens,61,570285
immo-facile-56185645,Appartement,5,Vaugirard,135,1890000
century-21-202_2864_9232,Appartement,4,Vaugirard,99,690000
iad-france-1627986,Appartement,4,Georges Brassens,68,640000
netty-loger-appt-2582,Appartement,1,75015 Paris 15e,11,138000
apimo-85081048,Appartement,2,Alleray,52,563000
apimo-85081007,Appartement,2,Alleray,59,580000
apimo-85081065,Appartement,2,Alleray,77,780000
century-21-202_1131_24694,Appartement,3,Vaugirard,72,621000
apimo-85069150,Appartement,3,Vaugirard,72,639000
ag755544-430580813,Appartement,2,Vaugirard,41,388500
ag753878-427854044,Appartement,3,Vaugirard,75,830000
ag755714-430182254,Appartement,4,Cambronne,107,1240000
hektor-lequartierimmobilier-224,Appartement,2,Saint-Lambert,26,220000
ag755544-430305449,Appartement,2,Vaugirard,38,344000
hektor-sival-3035,Appartement,3,Violet,54,675000
immo-facile-56027515,Appartement,1,Vaugirard,16,155000
iad-france-1621774,Appartement,4,Emeriau,95,1290000
ag923348-430023593,Appartement,2,Emeriau,44,537000
ag755544-430023023,Appartement,2,Alleray,51,358600
iad-france-1621416,Appartement,3,Vaugirard,58,560000
apimo-84997186,Appartement,1,Emeriau,23,265000
apimo-84997185,Appartement,1,Emeriau,29,285000
immo-facile-56075106,Appartement,1,Citroën,16,155000
century-21-202_697_14625,Appartement,2,Vaugirard,31,299000
hektor-NOHIL_1-168,Appartement,1,Cambronne,9,87000
hektor-NOHIL_1-161,Appartement,1,Vaugirard,8,127000
oralia-0051-TAPP23754,Appartement,1,Alleray,28,252000
apimo-85055759,Appartement,2,Emeriau,71,630000
safti-1-1328047,Appartement,3,Dupleix,78,699000
apimo-84870546,Appartement,5,Alleray,134,1334000
immo-facile-56091909,Appartement,2,Vaugirard,28,296800
iad-france-1614613,Appartement,1,Alleray,24,199000
immo-facile-56089665,Appartement,3,Vaugirard,61,548000
hektor-MAISONA-268307,Duplex,5,Georges Brassens,102,1090000
iad-france-1617953,Appartement,2,Cambronne,30,360000
keller-williams-1-34_1_73-116519,Appartement,4,92170 Vanves,101,889920
iad-france-1617674,Appartement,2,Violet,38,398000
nexity-GB00184898,Appartement,2,Alleray,48,560000
ag753010-428255291,Appartement,2,Citroën,32,350000
ag753010-428441405,Appartement,3,Alleray,70,622000
ag756411-428434310,Appartement,3,75015 Paris 15e,57,370750
ag756893-428440847,Loft/atelier/surface,3,Vaugirard,61,600000
ag311656-427952279,Appartement,5,Alleray,77,566000
ag340369-428113394,Appartement,1,Citroën,43,450000
ag755714-425631088,Appartement,3,Dupleix,49,590000
ag756893-427689695,Appartement,2,75015 Paris 15e,55,639000
ag783075-427993667,Appartement,2,Citroën,54,358850
ag754401-427704770,Duplex,5,Georges Brassens,102,1090000
safti-1-1315748,Appartement,5,Emeriau,150,1295000
immo-facile-56010956,Appartement,3,Vaugirard,74,675350
century-21-202_1131_25396,Appartement,3,Georges Brassens,61,600000
iad-france-1610100,Studio,1,Vaugirard,29,245000
safti-1-1322465,Appartement,5,Vaugirard,106,849000
immo-facile-55992712,Appartement,2,Alleray,34,392200
immo-facile-55976143,Appartement,3,Emeriau,57,490000
ag756375-427386650,Appartement,3,Emeriau,96,970000
century-21-202_2947_7216,Appartement,3,Cambronne,88,849000
ag751585-427003892,Studio,1,Alleray,39,290000
safti-1-1321294,Appartement,5,Emeriau,109,1055000
apimo-84938447,Appartement,1,Dupleix,26,295000
apimo-84943490,Appartement,2,Dupleix,29,337500
apimo-84943567,Appartement,3,Citroën,59,590000
century-21-202_2864_9042,Appartement,4,Citroën,84,599000
century-21-202_2864_9044,Appartement,4,Citroën,84,679000
century-21-202_2864_9012,Appartement,4,Emeriau,98,750000
rodacom-5493141,Appartement,3,Pasteur,44,480000
apimo-84905846,Appartement,6,Vaugirard,195,3360000
ag923348-426267439,Appartement,4,Emeriau,87,1081000
immo-facile-55897614,Appartement,1,Georges Brassens,29,279000
ag754264-425659990,Appartement,4,Vaugirard,55,566000
century-21-202_1131_25373,Appartement,2,Vaugirard,44,365940
immo-facile-55842122,Appartement,1,Pasteur,28,295000
laforet-immo-facile-22180804,Appartement,2,Saint-Lambert,26,270000
guy-hoquet-immo-facile-6933679,Appartement,3,Alleray,66,499000
netty-sthimmo-appt-2201,Appartement,4,Vaugirard,85,760000
apimo-84193821,Appartement,3,Cambronne,48,798000
laforet-immo-facile-22176989,Appartement,2,Violet,46,415000
immo-facile-55868992,Appartement,2,Citroën,47,438000
gedeon-29152414,Appartement,6,Vaugirard,200,3425000
immo-facile-55862475,Appartement,3,Georges Brassens,74,655000
immo-facile-55862474,Appartement,3,Alleray,71,680000
apimo-84817339,Appartement,5,Vaugirard,135,1887000
iad-france-1575755,Appartement,2,Emeriau,48,420000
ladresse-1-adresse-13642231,Appartement,3,Georges Brassens,75,700000
immo-facile-55824745,Appartement,2,Violet,52,523000
century-21-202_1131_25374,Appartement,2,Vaugirard,47,510000
ag755544-424124563,Appartement,1,Vaugirard,31,298900
ag753643-424054978,Studio,1,Cambronne,28,260000
ag755708-423981832,Appartement,2,Saint-Lambert,38,330000
safti-1-1308430,Appartement,4,Violet,102,1085000
immo-facile-55790073,Appartement,2,Alleray,44,590000
apimo-84045828,Appartement,2,Vaugirard,57,399000
ladresse-1-adresse-13632451,Appartement,1,Alleray,20,205000
apimo-84707689,Appartement,5,Dupleix,138,1590000
ag754727-421799812,Appartement,4,Alleray,115,1248000
immo-facile-55619226,Appartement,3,Alleray,62,735000
laforet-immo-facile-22153724,Appartement,3,Citroën,74,655000
netty-toctocfr-appt-2457,Loft/atelier/surface,2,Emeriau,57,615000
iad-france-1577706,Appartement,2,Dupleix,46,475000
immo-facile-55735782,Appartement,1,Pasteur,8,81750
ag755714-421926196,Appartement,2,Cambronne,34,415000
hektor-lequartierimmobilier-194,Appartement,2,Vaugirard,45,409000
ladresse-1-adresse-13625797,Appartement,4,Georges Brassens,105,1195000
gedeon-28971731,Appartement,2,Cambronne,39,432000
ag756375-421509514,Appartement,4,Citroën,84,679000
immo-facile-51601073,Appartement,1,Emeriau,16,176000
safti-1-1299646,Appartement,2,Vaugirard,54,435000
iad-france-1572100,Appartement,3,Georges Brassens,80,637000
ag340369-421171477,Appartement,5,Pasteur,110,1295000
immo-facile-55702993,Appartement,2,Citroën,50,525000
gedeon-28927055,Appartement,4,Georges Brassens,90,800000
immo-facile-55690916,Appartement,2,Alleray,52,593000
apimo-84536753,Appartement,3,Vaugirard,61,550000
laforet-immo-facile-22129299,Appartement,3,Georges Brassens,53,520000
apimo-83578330,Appartement,3,Cambronne,78,870000
adapt-immo-740281216,Appartement,3,Dupleix,72,2820000
adapt-immo-740281217,Appartement,4,Dupleix,103,4300000
adapt-immo-740281218,Appartement,5,Dupleix,145,5340000
ag756375-419913277,Appartement,2,Vaugirard,52,375000
ag754401-419488441,Appartement,4,Emeriau,96,1199000
laforet-immo-facile-22099639,Appartement,5,Saint-Lambert,130,1248000
apimo-83588151,Appartement,2,Vaugirard,40,367500
immo-facile-55619956,Appartement,3,Vaugirard,81,685000
ag756375-419212780,Appartement,2,Vaugirard,60,465000
immo-facile-54419204,Appartement,5,Emeriau,150,1250000
hektor-lequartierimmobilier-179,Appartement,4,Cambronne,80,865000
century-21-202_1131_25221,Appartement,1,Vaugirard,18,219000
century-21-202_3628_37,Appartement,2,Citroën,46,542000
immo-facile-55577375,Appartement,4,Citroën,68,610000
hektor-ruedelapaix-olonne-7147,Appartement,1,Violet,23,209272
netty-lavieimmo-appt-3367,Appartement,3,Vaugirard,71,650000
ag751585-418222485,Appartement,2,Alleray,51,435000
century-21-202_1131_25235,Appartement,4,Georges Brassens,81,637000
century-21-202_1131_25303,Appartement,4,Georges Brassens,81,637000
hektor-paris8-256682,Appartement,3,Georges Brassens,88,832000
ag755714-417117813,Appartement,2,Vaugirard,42,429000
keller-williams-1-34_1_32-160206,Appartement,2,Emeriau,47,400000
ag755553-412009301,Appartement,1,Georges Brassens,15,165000
immo-facile-55438592,Appartement,2,Vaugirard,39,404000
safti-1-1259085,Appartement,3,Saint-Lambert,59,650000
apimo-84100617,Appartement,1,Saint-Lambert,27,295000
apimo-84099768,Appartement,2,Saint-Lambert,48,440000
ag755544-416070654,Appartement,5,Vaugirard,103,920000
ag340369-415849539,Maison,4,Georges Brassens,90,975000
century-21-202_1131_25220,Appartement,3,Vaugirard,49,360000
gedeon-28636408,Appartement,2,Cambronne,39,420000
ag750129-415301517,Appartement,3,Alleray,67,550000
apimo-84175535,Appartement,2,Alleray,39,520000
ag755544-413961860,Appartement,3,Georges Brassens,50,441000
adapt-immo-030051895,Appartement,2,Violet,46,485000
iad-france-1522095,Appartement,2,Alleray,53,369000
immo-facile-55227253,Appartement,2,Georges Brassens,33,294000
hektor-sival-3002,Appartement,3,Emeriau,72,680000
ag756375-413092364,Appartement,4,Emeriau,75,933000
ag756375-413070635,Appartement,3,Emeriau,78,973000
ag756375-413073032,Appartement,3,Emeriau,78,973000
ag756375-413094062,Appartement,4,Emeriau,89,1077000
ag756375-413089214,Appartement,4,Emeriau,87,1083000
ag756375-413082323,Appartement,4,Emeriau,89,1107000
ag756375-413088371,Appartement,4,Emeriau,87,1117000
apimo-83977461,Appartement,4,Emeriau,98,980000
hektor-br-immobilier-3325,Appartement,2,Alleray,37,395000
apimo-84103951,Appartement,5,Vaugirard,195,3425000
hektor-hempton-1824,Appartement,2,Alleray,53,300000
ag756706-412434080,Appartement,3,Cambronne,46,520000
rodacom-5448961,Appartement,3,Vaugirard,64,573000
ag340369-412130936,Appartement,3,75015 Paris 15e,61,547000
citya-immobilier-41372534200013-TAPP520799,Appartement,5,Vaugirard,111,870000
ag756375-411989465,Appartement,2,Vaugirard,60,365000
era-2-55075199,Appartement,5,Vaugirard,111,880000
apimo-84070306,Appartement,5,Vaugirard,195,3425000
ag752547-411775124,Appartement,3,Georges Brassens,60,550000
ag756375-411510764,Studio,1,Vaugirard,30,249000
netty-amoch-appt-13437,Appartement,5,Cambronne,165,3850000
ag756375-411410618,Appartement,3,75015 Paris 15e,89,648000
ag756375-411410990,Appartement,4,Emeriau,96,735000
ag756375-411411248,Appartement,4,Emeriau,100,740000
ag756375-411290453,Studio,1,Vaugirard,37,340000
ag942815-410939798,Appartement,3,75015 Paris 15e,83,742000
ag755714-410689163,Appartement,7,Emeriau,160,1850000
stephane-plaza-4-4377104,Appartement,3,Cambronne,67,1300000
ladresse-1-adresse-13370540,Appartement,5,Alleray,112,898700
ladresse-1-adresse-13315697,Appartement,6,Alleray,137,1155000
ag942815-410295770,Studio,1,75015 Paris 15e,22,390000
hektor-sainteaubane75-1382,Appartement,2,Dupleix,39,450000
hektor-cabinetazoulay-294,Appartement,2,Emeriau,30,265000
ag755942-409289789,Appartement,2,Citroën,49,555000
ag753006-409181582,Appartement,2,Alleray,42,475000
apimo-83851744,Appartement,1,Vaugirard,21,232000
ag755544-408239912,Appartement,4,Vaugirard,83,764000
ag755800-407948114,Appartement,2,Vaugirard,42,419000
ag756375-406951370,Appartement,2,Vaugirard,53,370000
immo-facile-54582006,Appartement,4,Dupleix,93,1265000
hektor-mansionparis-269,Appartement,2,Vaugirard,48,430000
immo-facile-52962814,Appartement,2,Alleray,57,340000
ag753491-404713977,Studio,1,75015 Paris 15e,30,345000
adapt-immo-300107784,Appartement,2,Vaugirard,46,450000
apimo-83554250,Appartement,1,Emeriau,24,265000
apimo-83543547,Appartement,3,Vaugirard,65,770000
ag752494-402689355,Studio,1,Dupleix,28,374000
century-21-202_1131_25100,Appartement,1,Vaugirard,8,66300
apimo-83378956,Appartement,4,Alleray,78,825000
netty-sthimmo-appt-2150,Appartement,3,Citroën,60,480000
hektor-PERNETY_75014-7137,Appartement,3,Georges Brassens,52,520000
safti-1-1054597,Appartement,5,Vaugirard,106,849000
hektor-parisquinze-177168,Appartement,2,Alleray,53,320000
apimo-83339683,Appartement,3,Vaugirard,76,670000
immo-facile-53621939,Appartement,5,Alleray,125,1199000
hektor-cphparis15-148549,Appartement,2,Cambronne,39,427500
netty-sthimmo-appt-2122,Appartement,3,Citroën,73,680000
immo-facile-53702686,Appartement,1,Georges Brassens,14,166000
immo-facile-53629020,Appartement,3,Citroën,95,1170000
immo-facile-52218885,Appartement,5,Vaugirard,124,2242000
immo-facile-53572582,Appartement,2,Citroën,54,435000
gedeon-27468911,Appartement,1,Alleray,32,210000
hektor-cphparis15-160456,Appartement,4,Georges Brassens,92,695000
apimo-82625140,Appartement,2,Violet,26,271000
apimo-82678979,Appartement,6,Emeriau,116,1149000
hektor-transopera-3711,Appartement,1,Cambronne,13,150000
ag752511-386037228,Studio,1,Violet,14,169000
hektor-sival-2976,Appartement,1,Violet,30,333900
apimo-82415329,Appartement,5,Emeriau,119,1635000
legget-PRO3X0HJKH17,Appartement,3,Saint-Lambert,130,2125000
legget-PRO2NHSYGC1R,Appartement,4,Saint-Lambert,111,3160000
legget-PROYXCAE134K,Appartement,4,Saint-Lambert,103,4300000
legget-PROTYDFN42ND,Appartement,5,Saint-Lambert,132,5275000
legget-PRODDEAXA5DR,Appartement,7,Saint-Lambert,259,10500000
immo-facile-52159484,Appartement,2,Alleray,47,430000
immo-facile-52221658,Appartement,1,Dupleix,14,155000
immo-facile-51667840,Appartement,2,Violet,25,275000
apimo-8037077,Appartement,2,Alleray,46,438000
immo-facile-51207985,Appartement,2,Pasteur,30,332800
immo-facile-50810137,Appartement,4,Vaugirard,136,1450000
apimo-5298661,Appartement,4,Georges Brassens,92,1135000
immo-facile-49761790,Appartement,5,Alleray,111,955000
immo-facile-49653457,Appartement,3,Georges Brassens,79,699500
hektor-CAPITALEPARTNERS-27,Appartement,2,Vaugirard,26,245000
ag752511-331387448,Studio,1,Alleray,33,375000
immo-facile-46571068,Appartement,3,Vaugirard,66,925600
apimo-3821831,Appartement,3,Saint-Lambert,63,935000
laforet-immo-facile-18213356,Appartement,1,Porte de Saint-Cloud,24,280000
apimo-85286988,Appartement,4,Porte de Saint-Cloud,85,1090000
apimo-85492624,Appartement,6,Chaillot,305,4600000
gedeon-30301178,Appartement,2,Chaillot,33,430000
apimo-85428731,Appartement,4,Porte de Saint-Cloud,90,845000
ag756771-449288174,Appartement,4,Muette-Nord,76,1400000
ag756771-449288243,Appartement,3,Muette-Nord,105,1540000
ag756771-449288249,Appartement,5,Dauphine,146,2080000
ag756771-449288192,Appartement,6,Muette-Nord,169,2390000
ag756771-449288198,Appartement,6,Muette-Nord,171,2420000
ag756771-449288255,Maison,7,Muette-Nord,197,2780000
ag756771-449288300,Appartement,7,Muette-Nord,197,2780000
hektor-br-immobilier-4379,Appartement,4,Passy,109,1400000
stephane-plaza-4-4833790,Appartement,1,Porte de Saint-Cloud,8,88000
ag133861-449244662,Appartement,4,Muette-Nord,100,1150000
immo-facile-57523363,Appartement,3,Porte de Saint-Cloud,55,550000
century-21-202_470_10270,Appartement,1,Porte de Saint-Cloud,27,260000
century-21-202_3628_544,Appartement,2,Auteuil-Nord,72,760000
ag942951-449223767,Appartement,2,Passy,52,695000
ladresse-1-adresse-13815677,Appartement,2,Passy,61,676000
stephane-plaza-4-4833647,Appartement,5,Auteuil-Nord,122,1240000
apimo-85470161,Appartement,5,Passy,119,1399000
adapt-immo-12040361475,Appartement,4,75016 Paris 16e,102,849000
ag750365-449146568,Appartement,2,Muette-Nord,40,540000
ag750365-449146673,Appartement,3,Passy,76,945000
ag750365-449146664,Appartement,5,Muette-Nord,147,1990000
apimo-7931347,Appartement,6,Dauphine,248,4215000
ag750365-449146646,Appartement,5,Muette-Nord,180,2995000
ag750365-449146616,Appartement,6,Muette-Nord,215,3150000
ag750365-449146574,Appartement,7,Porte de Saint-Cloud,250,3990000
keller-williams-1-34_1_53-176774,Appartement,5,Passy,108,1190000
ag756746-449202362,Appartement,5,Chaillot,123,1475000
netty-fred-appt-1997,Appartement,1,Porte de Saint-Cloud,28,260000
laforet-immo-facile-22454394,Appartement,4,Porte de Saint-Cloud,91,1260000
laforet-immo-facile-22454393,Appartement,6,Porte de Saint-Cloud,151,1690000
ag756771-449119022,Appartement,3,Muette-Nord,75,945000
ag756771-449118995,Appartement,6,Muette-Nord,169,2390000
ag756771-449118977,Appartement,6,Muette-Nord,171,2420000
hektor-BOSSEMONAIMMOBILIER-1338,Appartement,2,Auteuil-Nord,52,490000
ag751128-449083085,Studio,1,Porte de Saint-Cloud,24,274000
immo-facile-57503104,Appartement,2,Porte de Saint-Cloud,50,468000
immo-facile-57168475,Appartement,3,Auteuil-Nord,65,549000
immo-facile-57510197,Appartement,2,Muette-Nord,51,600000
immo-facile-57512859,Appartement,4,Porte de Saint-Cloud,70,720000
immo-facile-57084913,Appartement,6,Dauphine,110,1470000
immo-facile-57511915,Appartement,5,Dauphine,180,1995000
hektor-PEYRE22-360,Appartement,2,Porte de Saint-Cloud,30,305000
iad-france-1707162,Appartement,1,Auteuil-Nord,19,239900
ag756746-449039045,Appartement,4,Chaillot,123,1475000
apimo-85488344,Appartement,2,Auteuil-Nord,61,665000
dr-house-immo-1-752272,Maison,5,Auteuil-Nord,180,2100000
apimo-83419028,Appartement,6,Dauphine,206,2750000
era-2-55895722,Appartement,3,Dauphine,63,898000
apimo-85476249,Maison,4,Porte de Saint-Cloud,83,949000
apimo-85486741,Appartement,4,Porte de Saint-Cloud,83,949000
apimo-85472060,Appartement,7,75016 Paris 16e,227,2520000
apimo-85469855,Appartement,7,75016 Paris 16e,228,2730000
hektor-17_bonaparte-5648,Appartement,2,75016 Paris 16e,41,590000
laforet-immo-facile-22428926,Appartement,4,Porte de Saint-Cloud,88,720000
laforet-immo-facile-22036792,Appartement,7,Chaillot,169,1925000
hektor-br-immobilier-4354,Appartement,1,Passy,16,199000
netty-september75-appt-2821,Appartement,2,Auteuil-Nord,40,353600
apimo-85487616,Appartement,2,Auteuil-Nord,40,465000
